Cruise	Station	Type	yyyy-mm-ddThh:mm:ss.sss	Longitude [degrees_east]	Latitude [degrees_north]	LOCAL_CDI_ID	EDMO_code	Bot. Depth [m]	Pres_Z [dbar]	QV:SEADATANET	Atten_red [/m]	QV:SEADATANET	Atten_red2 [/m]	QV:SEADATANET	chl-a_water_ISfluor [mg/m^3]	QV:SEADATANET	WC_dissO2 [umol/l]	QV:SEADATANET	AqVolt [V]	QV:SEADATANET	STNephV [V]	QV:SEADATANET	BKBeck [%]	QV:SEADATANET	PotAtten [/m]	QV:SEADATANET	WC_Potemp [degC]	QV:SEADATANET	P_sal_CTD [Dmnless]	QV:SEADATANET	SigTheta [kg/m^3]	QV:SEADATANET	WC_temp_CTD [degC]	QV:SEADATANET
									 2487.00	1	  0.369	1	  0.353	1	  0.29	1	256.9	1	 0.9193	1	  0.0206	1	 78.14	1	 0.3646	1	 3.131	1	34.996	1	27.869	1	 3.336	1
									 2489.00	1	  0.367	1	  0.354	1	  0.32	1	257.1	1	 0.9754	1	  0.0195	1	 78.18	1	 0.3634	1	 3.127	1	34.996	1	27.870	1	 3.332	1
									 2491.00	1	  0.367	1	  0.353	1	  0.25	1	256.7	1	 0.8246	1	  0.0208	1	 78.04	1	 0.3634	1	 3.126	1	34.995	1	27.870	1	 3.331	1
									 2493.00	1	  0.367	1	  0.354	1	  0.40	1	256.5	1	 1.1087	1	  0.0195	1	 77.99	1	 0.3634	1	 3.125	1	34.996	1	27.870	1	 3.331	1
									 2495.00	1	  0.367	1	  0.355	1	  0.41	1	256.8	1	 1.1191	1	  0.0192	1	 78.10	1	 0.3634	1	 3.125	1	34.996	1	27.870	1	 3.331	1
									 2497.00	1	  0.368	1	  0.353	1	  0.16	1	256.3	1	 0.5459	1	  0.0189	1	 77.93	1	 0.3635	1	 3.125	1	34.995	1	27.869	1	 3.331	1
									 2499.00	1	  0.367	1	  0.353	1	  0.19	1	256.8	1	 0.6635	1	  0.0194	1	 78.09	1	 0.3634	1	 3.119	1	34.995	1	27.870	1	 3.325	1
									 2501.00	1	  0.367	1	  0.354	1	  0.19	1	256.9	1	 0.6585	1	  0.0195	1	 78.11	1	 0.3634	1	 3.115	1	34.994	1	27.870	1	 3.322	1
									 2503.00	1	  0.368	1	  0.353	1	  0.24	1	256.7	1	 0.7896	1	  0.0190	1	 78.02	1	 0.3637	1	 3.112	1	34.994	1	27.870	1	 3.319	1
									 2505.00	1	  0.367	1	  0.353	1	  0.19	1	256.4	1	 0.6541	1	  0.0197	1	 77.93	1	 0.3634	1	 3.111	1	34.993	1	27.869	1	 3.317	1
									 2507.00	1	  0.367	1	  0.354	1	  0.23	1	256.7	1	 0.7846	1	  0.0195	1	 78.01	1	 0.3634	1	 3.107	1	34.994	1	27.870	1	 3.314	1
									 2509.00	1	  0.368	1	  0.353	1	  0.18	1	256.3	1	 0.6120	1	  0.0206	1	 77.89	1	 0.3636	1	 3.106	1	34.994	1	27.870	1	 3.313	1
									 2511.00	1	  0.367	1	  0.354	1	  0.34	1	256.7	1	 1.0145	1	  0.0215	1	 78.00	1	 0.3634	1	 3.104	1	34.993	1	27.870	1	 3.311	1
									 2513.00	1	  0.368	1	  0.354	1	  0.33	1	256.8	1	 0.9827	1	  0.0204	1	 78.02	1	 0.3635	1	 3.100	1	34.993	1	27.870	1	 3.307	1
									 2515.00	1	  0.368	1	  0.353	1	  0.30	1	256.6	1	 0.9376	1	  0.0204	1	 77.96	1	 0.3638	1	 3.097	1	34.992	1	27.870	1	 3.304	1
									 2517.00	1	  0.368	1	  0.355	1	  0.30	1	256.6	1	 0.9283	1	  0.0191	1	 77.95	1	 0.3640	1	 3.093	1	34.992	1	27.870	1	 3.300	1
									 2519.00	1	  0.367	1	  0.354	1	  0.39	1	257.0	1	 1.0878	1	  0.0197	1	 78.08	1	 0.3634	1	 3.088	1	34.991	1	27.870	1	 3.296	1
									 2521.00	1	  0.367	1	  0.354	1	  0.24	1	256.8	1	 0.7594	1	  0.0203	1	 78.00	1	 0.3634	1	 3.086	1	34.992	1	27.871	1	 3.293	1
									 2523.00	1	  0.368	1	  0.355	1	  0.38	1	257.0	1	 1.0805	1	  0.0198	1	 78.08	1	 0.3641	1	 3.084	1	34.992	1	27.871	1	 3.292	1
									 2525.00	1	  0.369	1	  0.355	1	  0.41	1	256.8	1	 1.1145	1	  0.0204	1	 78.02	1	 0.3645	1	 3.084	1	34.992	1	27.871	1	 3.293	1
									 2527.00	1	  0.369	1	  0.355	1	  0.32	1	257.0	1	 0.9700	1	  0.0194	1	 78.07	1	 0.3647	1	 3.079	1	34.991	1	27.870	1	 3.287	1
									 2529.00	1	  0.368	1	  0.354	1	  0.23	1	256.9	1	 0.7612	1	  0.0190	1	 78.04	1	 0.3638	1	 3.079	1	34.992	1	27.871	1	 3.287	1
									 2531.00	1	  0.368	1	  0.354	1	  0.17	1	257.2	1	 0.5677	1	  0.0203	1	 78.12	1	 0.3640	1	 3.078	1	34.991	1	27.870	1	 3.287	1
									 2533.00	1	  0.369	1	  0.354	1	  0.20	1	257.1	1	 0.6848	1	  0.0195	1	 78.09	1	 0.3649	1	 3.074	1	34.990	1	27.870	1	 3.283	1
									 2535.00	1	  0.369	1	  0.355	1	  0.30	1	257.2	1	 0.9415	1	  0.0195	1	 78.11	1	 0.3652	1	 3.073	1	34.991	1	27.871	1	 3.282	1
									 2537.00	1	  0.370	1	  0.355	1	  0.19	1	257.4	1	 0.6345	1	  0.0195	1	 78.17	1	 0.3654	1	 3.072	1	34.991	1	27.871	1	 3.281	1
									 2539.00	1	  0.369	1	  0.354	1	  0.27	1	257.6	1	 0.8735	1	  0.0209	1	 78.22	1	 0.3650	1	 3.071	1	34.991	1	27.871	1	 3.280	1
									 2541.00	1	  0.369	1	  0.354	1	  0.24	1	258.0	1	 0.8032	1	  0.0206	1	 78.36	1	 0.3653	1	 3.070	1	34.990	1	27.871	1	 3.280	1
									 2543.00	1	  0.369	1	  0.355	1	  0.25	1	258.0	1	 0.8125	1	  0.0200	1	 78.33	1	 0.3653	1	 3.069	1	34.990	1	27.870	1	 3.279	1
									 2545.00	1	  0.370	1	  0.355	1	  0.30	1	257.7	1	 0.9260	1	  0.0194	1	 78.25	1	 0.3654	1	 3.067	1	34.990	1	27.871	1	 3.277	1
									 2547.00	1	  0.369	1	  0.354	1	  0.32	1	257.8	1	 0.9635	1	  0.0206	1	 78.27	1	 0.3653	1	 3.066	1	34.990	1	27.871	1	 3.276	1
									 2549.00	1	  0.370	1	  0.355	1	  0.29	1	257.2	1	 0.9180	1	  0.0201	1	 78.10	1	 0.3654	1	 3.065	1	34.990	1	27.871	1	 3.275	1
									 2551.00	1	  0.370	1	  0.355	1	  0.25	1	257.3	1	 0.8237	1	  0.0200	1	 78.12	1	 0.3654	1	 3.061	1	34.989	1	27.870	1	 3.272	1
									 2553.00	1	  0.369	1	  0.354	1	  0.22	1	257.2	1	 0.7419	1	  0.0194	1	 78.09	1	 0.3652	1	 3.057	1	34.989	1	27.871	1	 3.267	1
									 2555.00	1	  0.370	1	  0.355	1	  0.31	1	257.2	1	 0.9615	1	  0.0194	1	 78.09	1	 0.3654	1	 3.056	1	34.989	1	27.871	1	 3.267	1
									 2557.00	1	  0.370	1	  0.355	1	  0.45	1	257.0	1	 1.1745	1	  0.0197	1	 78.03	1	 0.3654	1	 3.055	1	34.988	1	27.871	1	 3.266	1
									 2559.00	1	  0.370	1	  0.355	1	  0.53	1	256.7	1	 1.2753	1	  0.0198	1	 77.91	1	 0.3654	1	 3.052	1	34.988	1	27.871	1	 3.263	1
									 2561.00	1	  0.370	1	  0.355	1	  0.38	1	256.8	1	 1.0687	1	  0.0210	1	 77.95	1	 0.3654	1	 3.046	1	34.988	1	27.871	1	 3.257	1
									 2563.00	1	  0.370	1	  0.355	1	  0.35	1	256.7	1	 1.0181	1	  0.0198	1	 77.89	1	 0.3654	1	 3.045	1	34.988	1	27.871	1	 3.256	1
									 2565.00	1	  0.370	1	  0.355	1	  0.31	1	256.8	1	 0.9483	1	  0.0204	1	 77.95	1	 0.3654	1	 3.045	1	34.988	1	27.871	1	 3.256	1
									 2567.00	1	  0.370	1	  0.355	1	  0.43	1	257.0	1	 1.1483	1	  0.0199	1	 78.00	1	 0.3654	1	 3.043	1	34.987	1	27.871	1	 3.254	1
									 2569.00	1	  0.370	1	  0.355	1	  0.39	1	256.9	1	 1.0856	1	  0.0202	1	 77.97	1	 0.3654	1	 3.040	1	34.987	1	27.871	1	 3.252	1
									 2571.00	1	  0.370	1	  0.355	1	  0.41	1	256.8	1	 1.1184	1	  0.0198	1	 77.91	1	 0.3653	1	 3.036	1	34.987	1	27.871	1	 3.247	1
									 2573.00	1	  0.370	1	  0.355	1	  0.40	1	256.9	1	 1.1116	1	  0.0198	1	 77.96	1	 0.3653	1	 3.033	1	34.986	1	27.871	1	 3.245	1
									 2575.00	1	  0.370	1	  0.355	1	  0.32	1	256.7	1	 0.9680	1	  0.0198	1	 77.86	1	 0.3653	1	 3.027	1	34.986	1	27.871	1	 3.239	1
									 2577.00	1	  0.370	1	  0.355	1	  0.25	1	256.4	1	 0.8205	1	  0.0194	1	 77.77	1	 0.3653	1	 3.024	1	34.985	1	27.871	1	 3.237	1
									 2579.00	1	  0.370	1	  0.355	1	  0.42	1	256.4	1	 1.1404	1	  0.0201	1	 77.78	1	 0.3653	1	 3.022	1	34.985	1	27.871	1	 3.234	1
									 2581.00	1	  0.370	1	  0.355	1	  0.35	1	256.5	1	 1.0192	1	  0.0200	1	 77.79	1	 0.3653	1	 3.020	1	34.985	1	27.871	1	 3.233	1
									 2583.00	1	  0.370	1	  0.355	1	  0.21	1	255.7	1	 0.7059	1	  0.0198	1	 77.57	1	 0.3653	1	 3.018	1	34.985	1	27.871	1	 3.231	1
									 2585.00	1	  0.370	1	  0.355	1	  0.21	1	256.1	1	 0.7106	1	  0.0195	1	 77.68	1	 0.3653	1	 3.018	1	34.985	1	27.872	1	 3.230	1
									 2587.00	1	  0.370	1	  0.355	1	  0.23	1	256.2	1	 0.7710	1	  0.0200	1	 77.70	1	 0.3653	1	 3.017	1	34.985	1	27.871	1	 3.230	1
									 2589.00	1	  0.370	1	  0.355	1	  0.27	1	256.3	1	 0.8641	1	  0.0202	1	 77.73	1	 0.3653	1	 3.016	1	34.985	1	27.872	1	 3.229	1
									 2591.00	1	  0.370	1	  0.355	1	  0.35	1	256.2	1	 1.0324	1	  0.0209	1	 77.70	1	 0.3653	1	 3.015	1	34.985	1	27.872	1	 3.228	1
									 2593.00	1	  0.370	1	  0.355	1	  0.38	1	256.1	1	 1.0680	1	  0.0201	1	 77.67	1	 0.3653	1	 3.013	1	34.984	1	27.871	1	 3.227	1
									 2595.00	1	  0.370	1	  0.355	1	  0.25	1	255.9	1	 0.8301	1	  0.0199	1	 77.61	1	 0.3653	1	 3.010	1	34.985	1	27.872	1	 3.224	1
									 2597.00	1	  0.370	1	  0.355	1	  0.25	1	256.3	1	 0.8180	1	  0.0211	1	 77.72	1	 0.3655	1	 3.009	1	34.985	1	27.872	1	 3.223	1
									 2599.00	1	  0.370	1	  0.355	1	  0.19	1	256.5	1	 0.6671	1	  0.0201	1	 77.78	1	 0.3653	1	 3.009	1	34.984	1	27.872	1	 3.224	1
									 2601.00	1	  0.370	1	  0.355	1	  0.35	1	256.7	1	 1.0197	1	  0.0215	1	 77.84	1	 0.3653	1	 3.003	1	34.983	1	27.872	1	 3.218	1
									 2603.00	1	  0.370	1	  0.355	1	  0.32	1	256.5	1	 0.9671	1	  0.0206	1	 77.75	1	 0.3653	1	 2.999	1	34.983	1	27.871	1	 3.213	1
									 2605.00	1	  0.370	1	  0.355	1	  0.39	1	256.1	1	 1.0869	1	  0.0206	1	 77.64	1	 0.3653	1	 2.997	1	34.983	1	27.872	1	 3.212	1
									 2607.00	1	  0.370	1	  0.355	1	  0.42	1	255.6	1	 1.1287	1	  0.0199	1	 77.47	1	 0.3653	1	 2.997	1	34.983	1	27.872	1	 3.211	1
									 2609.00	1	  0.370	1	  0.355	1	  0.35	1	256.2	1	 1.0276	1	  0.0205	1	 77.67	1	 0.3653	1	 2.994	1	34.983	1	27.872	1	 3.209	1
									 2611.00	1	  0.370	1	  0.355	1	  0.41	1	256.5	1	 1.1261	1	  0.0208	1	 77.74	1	 0.3653	1	 2.992	1	34.983	1	27.872	1	 3.207	1
									 2613.00	1	  0.370	1	  0.355	1	  0.52	1	255.9	1	 1.2626	1	  0.0198	1	 77.57	1	 0.3653	1	 2.992	1	34.982	1	27.871	1	 3.207	1
									 2615.00	1	  0.370	1	  0.355	1	  0.57	1	256.0	1	 1.3206	1	  0.0195	1	 77.60	1	 0.3653	1	 2.988	1	34.982	1	27.872	1	 3.203	1
									 2617.00	1	  0.370	1	  0.355	1	  0.31	1	255.7	1	 0.9146	1	  0.0208	1	 77.50	1	 0.3653	1	 2.983	1	34.982	1	27.872	1	 3.198	1
									 2619.00	1	  0.370	1	  0.355	1	  0.28	1	256.5	1	 0.8792	1	  0.0195	1	 77.72	1	 0.3653	1	 2.981	1	34.982	1	27.872	1	 3.197	1
									 2621.00	1	  0.370	1	  0.355	1	  0.29	1	256.1	1	 0.9083	1	  0.0198	1	 77.61	1	 0.3653	1	 2.980	1	34.981	1	27.872	1	 3.196	1
									 2623.00	1	  0.370	1	  0.355	1	  0.30	1	256.7	1	 0.9334	1	  0.0220	1	 77.78	1	 0.3653	1	 2.980	1	34.981	1	27.872	1	 3.196	1
									 2625.00	1	  0.370	1	  0.355	1	  0.16	1	256.3	1	 0.5003	1	  0.0196	1	 77.66	1	 0.3654	1	 2.979	1	34.982	1	27.873	1	 3.195	1
									 2627.00	1	  0.370	1	  0.355	1	  0.40	1	257.2	1	 1.1130	1	  0.0198	1	 77.94	1	 0.3653	1	 2.979	1	34.982	1	27.873	1	 3.195	1
									 2629.00	1	  0.370	1	  0.355	1	  0.41	1	257.0	1	 1.1190	1	  0.0200	1	 77.89	1	 0.3653	1	 2.978	1	34.982	1	27.873	1	 3.194	1
									 2631.00	1	  0.370	1	  0.355	1	  0.31	1	256.8	1	 0.9452	1	  0.0203	1	 77.83	1	 0.3653	1	 2.976	1	34.982	1	27.873	1	 3.193	1
									 2633.00	1	  0.370	1	  0.355	1	  0.33	1	257.0	1	 0.9813	1	  0.0211	1	 77.88	1	 0.3653	1	 2.975	1	34.981	1	27.872	1	 3.192	1
									 2635.00	1	  0.370	1	  0.355	1	  0.43	1	257.3	1	 1.1418	1	  0.0198	1	 77.96	1	 0.3652	1	 2.971	1	34.980	1	27.872	1	 3.188	1
									 2637.00	1	  0.370	1	  0.355	1	  0.41	1	257.2	1	 1.1100	1	  0.0198	1	 77.92	1	 0.3652	1	 2.965	1	34.980	1	27.872	1	 3.182	1
									 2639.00	1	  0.370	1	  0.355	1	  0.29	1	257.1	1	 0.9038	1	  0.0203	1	 77.88	1	 0.3654	1	 2.961	1	34.980	1	27.873	1	 3.178	1
									 2641.00	1	  0.370	1	  0.355	1	  0.36	1	257.2	1	 1.0396	1	  0.0208	1	 77.91	1	 0.3652	1	 2.959	1	34.980	1	27.873	1	 3.177	1
									 2643.00	1	  0.370	1	  0.355	1	  0.33	1	257.0	1	 0.9827	1	  0.0204	1	 77.85	1	 0.3652	1	 2.958	1	34.980	1	27.873	1	 3.176	1
									 2645.00	1	  0.370	1	  0.355	1	  0.26	1	257.2	1	 0.8437	1	  0.0199	1	 77.90	1	 0.3652	1	 2.958	1	34.979	1	27.872	1	 3.175	1
									 2647.00	1	  0.370	1	  0.355	1	  0.22	1	257.1	1	 0.7351	1	  0.0209	1	 77.86	1	 0.3652	1	 2.950	1	34.978	1	27.872	1	 3.168	1
									 2649.00	1	  0.370	1	  0.355	1	  0.33	1	257.5	1	 0.9837	1	  0.0204	1	 77.97	1	 0.3652	1	 2.948	1	34.978	1	27.873	1	 3.167	1
									 2651.00	1	  0.370	1	  0.355	1	  0.32	1	257.2	1	 0.9739	1	  0.0203	1	 77.89	1	 0.3652	1	 2.948	1	34.979	1	27.873	1	 3.166	1
									 2653.00	1	  0.370	1	  0.355	1	  0.38	1	257.5	1	 1.0757	1	  0.0204	1	 77.97	1	 0.3652	1	 2.946	1	34.978	1	27.872	1	 3.164	1
									 2655.00	1	  0.370	1	  0.355	1	  0.37	1	257.5	1	 1.0480	1	  0.0198	1	 77.96	1	 0.3652	1	 2.943	1	34.978	1	27.873	1	 3.161	1
									 2657.00	1	  0.370	1	  0.355	1	  0.29	1	257.2	1	 0.9168	1	  0.0200	1	 77.87	1	 0.3654	1	 2.941	1	34.978	1	27.873	1	 3.160	1
									 2659.00	1	  0.370	1	  0.355	1	  0.37	1	257.4	1	 1.0655	1	  0.0194	1	 77.92	1	 0.3652	1	 2.938	1	34.977	1	27.873	1	 3.156	1
									 2661.00	1	  0.370	1	  0.355	1	  0.30	1	257.2	1	 0.9277	1	  0.0204	1	 77.86	1	 0.3652	1	 2.935	1	34.977	1	27.873	1	 3.154	1
									 2663.00	1	  0.370	1	  0.355	1	  0.26	1	257.2	1	 0.8420	1	  0.0214	1	 77.86	1	 0.3652	1	 2.935	1	34.977	1	27.873	1	 3.154	1
									 2665.00	1	  0.370	1	  0.355	1	  0.33	1	257.3	1	 0.9945	1	  0.0209	1	 77.89	1	 0.3652	1	 2.934	1	34.977	1	27.873	1	 3.153	1
									 2667.00	1	  0.370	1	  0.355	1	  0.45	1	257.1	1	 1.1673	1	  0.0205	1	 77.83	1	 0.3652	1	 2.933	1	34.977	1	27.873	1	 3.153	1
									 2669.00	1	  0.370	1	  0.355	1	  0.49	1	256.8	1	 1.2246	1	  0.0202	1	 77.74	1	 0.3654	1	 2.931	1	34.977	1	27.873	1	 3.151	1
									 2671.00	1	  0.370	1	  0.355	1	  0.33	1	256.5	1	 0.9892	1	  0.0208	1	 77.63	1	 0.3652	1	 2.928	1	34.976	1	27.873	1	 3.148	1
									 2673.00	1	  0.370	1	  0.355	1	  0.30	1	256.4	1	 0.9189	1	  0.0201	1	 77.59	1	 0.3652	1	 2.923	1	34.975	1	27.872	1	 3.143	1
									 2675.00	1	  0.370	1	  0.355	1	  0.23	1	256.4	1	 0.7739	1	  0.0197	1	 77.58	1	 0.3652	1	 2.917	1	34.975	1	27.873	1	 3.137	1
									 2677.00	1	  0.370	1	  0.355	1	  0.43	1	256.6	1	 1.1346	1	  0.0192	1	 77.63	1	 0.3652	1	 2.913	1	34.975	1	27.873	1	 3.134	1
									 2679.00	1	  0.370	1	  0.355	1	  0.27	1	256.3	1	 0.8768	1	  0.0209	1	 77.54	1	 0.3652	1	 2.912	1	34.975	1	27.873	1	 3.133	1
									 2681.00	1	  0.370	1	  0.355	1	  0.21	1	256.6	1	 0.7174	1	  0.0195	1	 77.62	1	 0.3652	1	 2.909	1	34.975	1	27.873	1	 3.130	1
									 2683.00	1	  0.370	1	  0.355	1	  0.31	1	256.3	1	 0.9542	1	  0.0195	1	 77.54	1	 0.3652	1	 2.909	1	34.975	1	27.873	1	 3.130	1
									 2685.00	1	  0.370	1	  0.355	1	  0.43	1	256.5	1	 1.1523	1	  0.0197	1	 77.59	1	 0.3652	1	 2.907	1	34.975	1	27.874	1	 3.128	1
									 2687.00	1	  0.370	1	  0.355	1	  0.41	1	256.4	1	 1.1195	1	  0.0200	1	 77.56	1	 0.3652	1	 2.907	1	34.975	1	27.874	1	 3.128	1
									 2689.00	1	  0.370	1	  0.355	1	  0.42	1	256.6	1	 1.1322	1	  0.0189	1	 77.61	1	 0.3652	1	 2.906	1	34.975	1	27.874	1	 3.127	1
									 2691.00	1	  0.370	1	  0.355	1	  0.41	1	256.1	1	 1.1195	1	  0.0200	1	 77.47	1	 0.3652	1	 2.905	1	34.975	1	27.874	1	 3.127	1
									 2693.00	1	  0.370	1	  0.355	1	  0.35	1	256.3	1	 1.0329	1	  0.0199	1	 77.53	1	 0.3652	1	 2.904	1	34.974	1	27.873	1	 3.125	1
									 2695.00	1	  0.370	1	  0.355	1	  0.38	1	256.4	1	 1.0662	1	  0.0197	1	 77.55	1	 0.3652	1	 2.902	1	34.974	1	27.874	1	 3.123	1
									 2697.00	1	  0.370	1	  0.355	1	  0.32	1	256.2	1	 0.9431	1	  0.0197	1	 77.49	1	 0.3652	1	 2.897	1	34.974	1	27.874	1	 3.119	1
									 2699.00	1	  0.370	1	  0.355	1	  0.32	1	256.2	1	 0.9531	1	  0.0197	1	 77.48	1	 0.3651	1	 2.892	1	34.973	1	27.873	1	 3.114	1
									 2701.00	1	  0.370	1	  0.355	1	  0.36	1	256.4	1	 1.0371	1	  0.0201	1	 77.53	1	 0.3651	1	 2.889	1	34.973	1	27.874	1	 3.111	1
									 2703.00	1	  0.370	1	  0.355	1	  0.27	1	256.3	1	 0.8633	1	  0.0195	1	 77.49	1	 0.3651	1	 2.887	1	34.973	1	27.874	1	 3.109	1
									 2705.00	1	  0.370	1	  0.355	1	  0.26	1	256.7	1	 0.8533	1	  0.0188	1	 77.60	1	 0.3651	1	 2.882	1	34.972	1	27.873	1	 3.105	1
									 2707.00	1	  0.370	1	  0.355	1	  0.40	1	256.7	1	 1.0993	1	  0.0182	1	 77.60	1	 0.3651	1	 2.881	1	34.972	1	27.874	1	 3.103	1
									 2709.00	1	  0.370	1	  0.355	1	  0.40	1	256.7	1	 1.1109	1	  0.0208	1	 77.59	1	 0.3651	1	 2.879	1	34.972	1	27.874	1	 3.102	1
									 2711.00	1	  0.370	1	  0.355	1	  0.38	1	256.2	1	 1.0726	1	  0.0200	1	 77.45	1	 0.3653	1	 2.878	1	34.972	1	27.874	1	 3.101	1
									 2713.00	1	  0.370	1	  0.355	1	  0.33	1	255.8	1	 0.9936	1	  0.0200	1	 77.34	1	 0.3653	1	 2.877	1	34.972	1	27.874	1	 3.101	1
									 2715.00	1	  0.370	1	  0.355	1	  0.47	1	256.1	1	 1.2067	1	  0.0197	1	 77.42	1	 0.3651	1	 2.875	1	34.972	1	27.874	1	 3.099	1
									 2717.00	1	  0.370	1	  0.355	1	  0.41	1	256.6	1	 1.1276	1	  0.0209	1	 77.56	1	 0.3654	1	 2.874	1	34.972	1	27.874	1	 3.098	1
									 2719.00	1	  0.370	1	  0.355	1	  0.32	1	256.1	1	 0.9729	1	  0.0189	1	 77.41	1	 0.3651	1	 2.872	1	34.972	1	27.874	1	 3.096	1
									 2721.00	1	  0.370	1	  0.355	1	  0.31	1	256.3	1	 0.9559	1	  0.0187	1	 77.47	1	 0.3651	1	 2.872	1	34.972	1	27.874	1	 3.096	1
									 2723.00	1	  0.370	1	  0.355	1	  0.37	1	256.0	1	 1.0568	1	  0.0183	1	 77.38	1	 0.3651	1	 2.871	1	34.972	1	27.874	1	 3.095	1
									 2725.00	1	  0.370	1	  0.355	1	  0.35	1	256.1	1	 1.0269	1	  0.0182	1	 77.41	1	 0.3651	1	 2.871	1	34.971	1	27.874	1	 3.095	1
									 2727.00	1	  0.370	1	  0.355	1	  0.35	1	255.6	1	 1.0272	1	  0.0187	1	 77.27	1	 0.3655	1	 2.869	1	34.971	1	27.874	1	 3.094	1
									 2729.00	1	  0.370	1	  0.355	1	  0.45	1	255.9	1	 1.1823	1	  0.0189	1	 77.35	1	 0.3651	1	 2.865	1	34.971	1	27.874	1	 3.090	1
									 2731.00	1	  0.370	1	  0.355	1	  0.42	1	255.6	1	 1.1371	1	  0.0192	1	 77.23	1	 0.3651	1	 2.864	1	34.971	1	27.874	1	 3.089	1
									 2733.00	1	  0.370	1	  0.355	1	  0.41	1	255.6	1	 1.1171	1	  0.0185	1	 77.25	1	 0.3651	1	 2.860	1	34.970	1	27.874	1	 3.086	1
									 2735.00	1	  0.370	1	  0.355	1	  0.42	1	255.4	1	 1.1377	1	  0.0182	1	 77.17	1	 0.3651	1	 2.859	1	34.970	1	27.874	1	 3.084	1
									 2737.00	1	  0.370	1	  0.355	1	  0.31	1	255.2	1	 0.9457	1	  0.0192	1	 77.10	1	 0.3651	1	 2.854	1	34.969	1	27.874	1	 3.079	1
									 2739.00	1	  0.370	1	  0.355	1	  0.24	1	255.6	1	 0.8102	1	  0.0195	1	 77.21	1	 0.3651	1	 2.851	1	34.970	1	27.875	1	 3.077	1
									 2741.00	1	  0.370	1	  0.355	1	  0.25	1	255.3	1	 0.8263	1	  0.0183	1	 77.12	1	 0.3651	1	 2.848	1	34.969	1	27.874	1	 3.074	1
									 2743.00	1	  0.370	1	  0.355	1	  0.40	1	255.5	1	 1.0914	1	  0.0191	1	 77.17	1	 0.3651	1	 2.847	1	34.969	1	27.874	1	 3.073	1
									 2745.00	1	  0.370	1	  0.355	1	  0.35	1	255.1	1	 1.0292	1	  0.0179	1	 77.06	1	 0.3651	1	 2.846	1	34.969	1	27.874	1	 3.072	1
									 2747.00	1	  0.370	1	  0.355	1	  0.38	1	255.4	1	 1.0742	1	  0.0195	1	 77.14	1	 0.3651	1	 2.844	1	34.969	1	27.875	1	 3.070	1
									 2749.00	1	  0.370	1	  0.355	1	  0.42	1	255.3	1	 1.1306	1	  0.0202	1	 77.11	1	 0.3651	1	 2.841	1	34.968	1	27.874	1	 3.068	1
									 2751.00	1	  0.370	1	  0.355	1	  0.39	1	255.2	1	 1.0852	1	  0.0181	1	 77.07	1	 0.3651	1	 2.838	1	34.969	1	27.875	1	 3.064	1
									 2753.00	1	  0.370	1	  0.355	1	  0.27	1	254.8	1	 0.8633	1	  0.0187	1	 76.96	1	 0.3651	1	 2.835	1	34.968	1	27.875	1	 3.062	1
									 2755.00	1	  0.370	1	  0.355	1	  0.48	1	255.1	1	 1.2139	1	  0.0208	1	 77.03	1	 0.3651	1	 2.832	1	34.967	1	27.874	1	 3.059	1
									 2757.00	1	  0.370	1	  0.355	1	  0.51	1	255.0	1	 1.2573	1	  0.0199	1	 77.00	1	 0.3651	1	 2.830	1	34.968	1	27.875	1	 3.057	1
									 2759.00	1	  0.370	1	  0.355	1	  0.46	1	254.6	1	 1.1768	1	  0.0192	1	 76.89	1	 0.3651	1	 2.829	1	34.967	1	27.874	1	 3.056	1
									 2761.00	1	  0.370	1	  0.355	1	  0.34	1	254.6	1	 1.0164	1	  0.0195	1	 76.89	1	 0.3651	1	 2.828	1	34.967	1	27.874	1	 3.055	1
									 2763.00	1	  0.370	1	  0.355	1	  0.47	1	254.9	1	 1.2017	1	  0.0195	1	 76.97	1	 0.3650	1	 2.826	1	34.967	1	27.875	1	 3.053	1
									 2765.00	1	  0.370	1	  0.355	1	  0.48	1	255.0	1	 1.2130	1	  0.0187	1	 76.99	1	 0.3654	1	 2.824	1	34.967	1	27.875	1	 3.052	1
									 2767.00	1	  0.370	1	  0.355	1	  0.47	1	255.0	1	 1.1970	1	  0.0183	1	 76.99	1	 0.3656	1	 2.821	1	34.966	1	27.875	1	 3.049	1
									 2769.00	1	  0.370	1	  0.355	1	  0.44	1	254.7	1	 1.1666	1	  0.0196	1	 76.90	1	 0.3657	1	 2.818	1	34.966	1	27.875	1	 3.046	1
									 2771.00	1	  0.371	1	  0.355	1	  0.51	1	254.7	1	 1.2519	1	  0.0184	1	 76.89	1	 0.3666	1	 2.814	1	34.966	1	27.875	1	 3.043	1
									 2773.00	1	  0.371	1	  0.355	1	  0.38	1	254.6	1	 1.0709	1	  0.0195	1	 76.86	1	 0.3664	1	 2.812	1	34.966	1	27.875	1	 3.040	1
									 2775.00	1	  0.371	1	  0.355	1	  0.37	1	254.6	1	 1.0504	1	  0.0204	1	 76.85	1	 0.3664	1	 2.808	1	34.965	1	27.875	1	 3.036	1
									 2777.00	1	  0.371	1	  0.355	1	  0.42	1	254.5	1	 1.1350	1	  0.0191	1	 76.82	1	 0.3665	1	 2.806	1	34.966	1	27.876	1	 3.035	1
